sep=,
FREQ_4,y001,x001,y002,x002,y003,x003,y004,x004,y005,x005,y006,x006,y007,x007,y008,x008,y009,x009,y010,x010,y011,x011,y012,x012,y013,x013,y014,x014,y015,x015,y016,x016
1962/09/30,1.0240000000,0.4592593947,1.0280000000,0.4596177918,1.0320000000,0.4599688014,1.0360000000,0.4603118620,1.0400000000,0.4606464247,1.0440000000,0.4609719544,1.0480000000,0.4612879302,1.0520000000,0.4615938467,1.0560000000,0.4618892145,1.0600000000,0.4621735609,1.0640000000,0.4624464312,1.0680000000,0.4627073888,1.0720000000,0.4629560162,1.0760000000,0.4631919157,1.0800000000,0.4634147098,1.0840000000,0.4636240423
1962/12/31,1.0260000000,0.4601177918,1.0300000000,0.4604688014,1.0340000000,0.4608118620,1.0380000000,0.4611464247,1.0420000000,0.4614719544,1.0460000000,0.4617879302,1.0500000000,0.4620938467,1.0540000000,0.4623892145,1.0580000000,0.4626735609,1.0620000000,0.4629464312,1.0660000000,0.4632073888,1.0700000000,0.4634560162,1.0740000000,0.4636919157,1.0780000000,0.4639147098,1.0820000000,0.4641240423,1.0860000000,0.4643195781
1963/03/31,1.0280000000,0.4609688014,1.0320000000,0.4613118620,1.0360000000,0.4616464247,1.0400000000,0.4619719544,1.0440000000,0.4622879302,1.0480000000,0.4625938467,1.0520000000,0.4628892145,1.0560000000,0.4631735609,1.0600000000,0.4634464312,1.0640000000,0.4637073888,1.0680000000,0.4639560162,1.0720000000,0.4641919157,1.0760000000,0.4644147098,1.0800000000,0.4646240423,1.0840000000,0.4648195781,1.0880000000,0.4650010044
1963/06/30,1.0300000000,0.4618118620,1.0340000000,0.4621464247,1.0380000000,0.4624719544,1.0420000000,0.4627879302,1.0460000000,0.4630938467,1.0500000000,0.4633892145,1.0540000000,0.4636735609,1.0580000000,0.4639464312,1.0620000000,0.4642073888,1.0660000000,0.4644560162,1.0700000000,0.4646919157,1.0740000000,0.4649147098,1.0780000000,0.4651240423,1.0820000000,0.4653195781,1.0860000000,0.4655010044,1.0900000000,0.4656680311
1963/09/30,1.0320000000,0.4626464247,1.0360000000,0.4629719544,1.0400000000,0.4632879302,1.0440000000,0.4635938467,1.0480000000,0.4638892145,1.0520000000,0.4641735609,1.0560000000,0.4644464312,1.0600000000,0.4647073888,1.0640000000,0.4649560162,1.0680000000,0.4651919157,1.0720000000,0.4654147098,1.0760000000,0.4656240423,1.0800000000,0.4658195781,1.0840000000,0.4660010044,1.0880000000,0.4661680311,1.0920000000,0.4663203909
1963/12/31,1.0340000000,0.4634719544,1.0380000000,0.4637879302,1.0420000000,0.4640938467,1.0460000000,0.4643892145,1.0500000000,0.4646735609,1.0540000000,0.4649464312,1.0580000000,0.4652073888,1.0620000000,0.4654560162,1.0660000000,0.4656919157,1.0700000000,0.4659147098,1.0740000000,0.4661240423,1.0780000000,0.4663195781,1.0820000000,0.4665010044,1.0860000000,0.4666680311,1.0900000000,0.4668203909,1.0940000000,0.4669578400
1964/03/31,1.0360000000,0.4642879302,1.0400000000,0.4645938467,1.0440000000,0.4648892145,1.0480000000,0.4651735609,1.0520000000,0.4654464312,1.0560000000,0.4657073888,1.0600000000,0.4659560162,1.0640000000,0.4661919157,1.0680000000,0.4664147098,1.0720000000,0.4666240423,1.0760000000,0.4668195781,1.0800000000,0.4670010044,1.0840000000,0.4671680311,1.0880000000,0.4673203909,1.0920000000,0.4674578400,1.0960000000,0.4675801586
1964/06/30,1.0380000000,0.4650938467,1.0420000000,0.4653892145,1.0460000000,0.4656735609,1.0500000000,0.4659464312,1.0540000000,0.4662073888,1.0580000000,0.4664560162,1.0620000000,0.4666919157,1.0660000000,0.4669147098,1.0700000000,0.4671240423,1.0740000000,0.4673195781,1.0780000000,0.4675010044,1.0820000000,0.4676680311,1.0860000000,0.4678203909,1.0900000000,0.4679578400,1.0940000000,0.4680801586,1.0980000000,0.4681871510
1964/09/30,1.0400000000,0.4658892145,1.0440000000,0.4661735609,1.0480000000,0.4664464312,1.0520000000,0.4667073888,1.0560000000,0.4669560162,1.0600000000,0.4671919157,1.0640000000,0.4674147098,1.0680000000,0.4676240423,1.0720000000,0.4678195781,1.0760000000,0.4680010044,1.0800000000,0.4681680311,1.0840000000,0.4683203909,1.0880000000,0.4684578400,1.0920000000,0.4685801586,1.0960000000,0.4686871510,1.1000000000,0.4687786460
1964/12/31,1.0420000000,0.4666735609,1.0460000000,0.4669464312,1.0500000000,0.4672073888,1.0540000000,0.4674560162,1.0580000000,0.4676919157,1.0620000000,0.4679147098,1.0660000000,0.4681240423,1.0700000000,0.4683195781,1.0740000000,0.4685010044,1.0780000000,0.4686680311,1.0820000000,0.4688203909,1.0860000000,0.4689578400,1.0900000000,0.4690801586,1.0940000000,0.4691871510,1.0980000000,0.4692786460,1.1020000000,0.4693544973
1965/03/31,1.0440000000,0.4674464312,1.0480000000,0.4677073888,1.0520000000,0.4679560162,1.0560000000,0.4681919157,1.0600000000,0.4684147098,1.0640000000,0.4686240423,1.0680000000,0.4688195781,1.0720000000,0.4690010044,1.0760000000,0.4691680311,1.0800000000,0.4693203909,1.0840000000,0.4694578400,1.0880000000,0.4695801586,1.0920000000,0.4696871510,1.0960000000,0.4697786460,1.1000000000,0.4698544973,1.1040000000,0.4699145835
1965/06/30,1.0460000000,0.4682073888,1.0500000000,0.4684560162,1.0540000000,0.4686919157,1.0580000000,0.4689147098,1.0620000000,0.4691240423,1.0660000000,0.4693195781,1.0700000000,0.4695010044,1.0740000000,0.4696680311,1.0780000000,0.4698203909,1.0820000000,0.4699578400,1.0860000000,0.4700801586,1.0900000000,0.4701871510,1.0940000000,0.4702786460,1.0980000000,0.4703544973,1.1020000000,0.4704145835,1.1060000000,0.4704588084
1965/09/30,1.0480000000,0.4689560162,1.0520000000,0.4691919157,1.0560000000,0.4694147098,1.0600000000,0.4696240423,1.0640000000,0.4698195781,1.0680000000,0.4700010044,1.0720000000,0.4701680311,1.0760000000,0.4703203909,1.0800000000,0.4704578400,1.0840000000,0.4705801586,1.0880000000,0.4706871510,1.0920000000,0.4707786460,1.0960000000,0.4708544973,1.1000000000,0.4709145835,1.1040000000,0.4709588084,1.1080000000,0.4709871014
1965/12/31,1.0500000000,0.4696919157,1.0540000000,0.4699147098,1.0580000000,0.4701240423,1.0620000000,0.4703195781,1.0660000000,0.4705010044,1.0700000000,0.4706680311,1.0740000000,0.4708203909,1.0780000000,0.4709578400,1.0820000000,0.4710801586,1.0860000000,0.4711871510,1.0900000000,0.4712786460,1.0940000000,0.4713544973,1.0980000000,0.4714145835,1.1020000000,0.4714588084,1.1060000000,0.4714871014,1.1100000000,0.4714994172
1966/03/31,1.0520000000,0.4704147098,1.0560000000,0.4706240423,1.0600000000,0.4708195781,1.0640000000,0.4710010044,1.0680000000,0.4711680311,1.0720000000,0.4713203909,1.0760000000,0.4714578400,1.0800000000,0.4715801586,1.0840000000,0.4716871510,1.0880000000,0.4717786460,1.0920000000,0.4718544973,1.0960000000,0.4719145835,1.1000000000,0.4719588084,1.1040000000,0.4719871014,1.1080000000,0.4719994172,1.1120000000,0.4719957360
1966/06/30,1.0540000000,0.4711240423,1.0580000000,0.4713195781,1.0620000000,0.4715010044,1.0660000000,0.4716680311,1.0700000000,0.4718203909,1.0740000000,0.4719578400,1.0780000000,0.4720801586,1.0820000000,0.4721871510,1.0860000000,0.4722786460,1.0900000000,0.4723544973,1.0940000000,0.4724145835,1.0980000000,0.4724588084,1.1020000000,0.4724871014,1.1060000000,0.4724994172,1.1100000000,0.4724957360,1.1140000000,0.4724760638
1966/09/30,1.0560000000,0.4718195781,1.0600000000,0.4720010044,1.0640000000,0.4721680311,1.0680000000,0.4723203909,1.0720000000,0.4724578400,1.0760000000,0.4725801586,1.0800000000,0.4726871510,1.0840000000,0.4727786460,1.0880000000,0.4728544973,1.0920000000,0.4729145835,1.0960000000,0.4729588084,1.1000000000,0.4729871014,1.1040000000,0.4729994172,1.1080000000,0.4729957360,1.1120000000,0.4729760638,1.1160000000,0.4729404320
1966/12/31,1.0580000000,0.4725010044,1.0620000000,0.4726680311,1.0660000000,0.4728203909,1.0700000000,0.4729578400,1.0740000000,0.4730801586,1.0780000000,0.4731871510,1.0820000000,0.4732786460,1.0860000000,0.4733544973,1.0900000000,0.4734145835,1.0940000000,0.4734588084,1.0980000000,0.4734871014,1.1020000000,0.4734994172,1.1060000000,0.4734957360,1.1100000000,0.4734760638,1.1140000000,0.4734404320,1.1180000000,0.4733888977
1967/03/31,1.0600000000,0.4731680311,1.0640000000,0.4733203909,1.0680000000,0.4734578400,1.0720000000,0.4735801586,1.0760000000,0.4736871510,1.0800000000,0.4737786460,1.0840000000,0.4738544973,1.0880000000,0.4739145835,1.0920000000,0.4739588084,1.0960000000,0.4739871014,1.1000000000,0.4739994172,1.1040000000,0.4739957360,1.1080000000,0.4739760638,1.1120000000,0.4739404320,1.1160000000,0.4738888977,1.1200000000,0.4738215432
1967/06/30,1.0620000000,0.4738203909,1.0660000000,0.4739578400,1.0700000000,0.4740801586,1.0740000000,0.4741871510,1.0780000000,0.4742786460,1.0820000000,0.4743544973,1.0860000000,0.4744145835,1.0900000000,0.4744588084,1.0940000000,0.4744871014,1.0980000000,0.4744994172,1.1020000000,0.4744957360,1.1060000000,0.4744760638,1.1100000000,0.4744404320,1.1140000000,0.4743888977,1.1180000000,0.4743215432,1.1220000000,0.4742384763
1967/09/30,1.0640000000,0.4744578400,1.0680000000,0.4745801586,1.0720000000,0.4746871510,1.0760000000,0.4747786460,1.0800000000,0.4748544973,1.0840000000,0.4749145835,1.0880000000,0.4749588084,1.0920000000,0.4749871014,1.0960000000,0.4749994172,1.1000000000,0.4749957360,1.1040000000,0.4749760638,1.1080000000,0.4749404320,1.1120000000,0.4748888977,1.1160000000,0.4748215432,1.1200000000,0.4747384763,1.1240000000,0.4746398300
1967/12/31,1.0660000000,0.4750801586,1.0700000000,0.4751871510,1.0740000000,0.4752786460,1.0780000000,0.4753544973,1.0820000000,0.4754145835,1.0860000000,0.4754588084,1.0900000000,0.4754871014,1.0940000000,0.4754994172,1.0980000000,0.4754957360,1.1020000000,0.4754760638,1.1060000000,0.4754404320,1.1100000000,0.4753888977,1.1140000000,0.4753215432,1.1180000000,0.4752384763,1.1220000000,0.4751398300,1.1260000000,0.4750257619
1968/03/31,1.0680000000,0.4756871510,1.0720000000,0.4757786460,1.0760000000,0.4758544973,1.0800000000,0.4759145835,1.0840000000,0.4759588084,1.0880000000,0.4759871014,1.0920000000,0.4759994172,1.0960000000,0.4759957360,1.1000000000,0.4759760638,1.1040000000,0.4759404320,1.1080000000,0.4758888977,1.1120000000,0.4758215432,1.1160000000,0.4757384763,1.1200000000,0.4756398300,1.1240000000,0.4755257619,1.1280000000,0.4753964547
1968/06/30,1.0700000000,0.4762786460,1.0740000000,0.4763544973,1.0780000000,0.4764145835,1.0820000000,0.4764588084,1.0860000000,0.4764871014,1.0900000000,0.4764994172,1.0940000000,0.4764957360,1.0980000000,0.4764760638,1.1020000000,0.4764404320,1.1060000000,0.4763888977,1.1100000000,0.4763215432,1.1140000000,0.4762384763,1.1180000000,0.4761398300,1.1220000000,0.4760257619,1.1260000000,0.4758964547,1.1300000000,0.4757521152
1968/09/30,1.0720000000,0.4768544973,1.0760000000,0.4769145835,1.0800000000,0.4769588084,1.0840000000,0.4769871014,1.0880000000,0.4769994172,1.0920000000,0.4769957360,1.0960000000,0.4769760638,1.1000000000,0.4769404320,1.1040000000,0.4768888977,1.1080000000,0.4768215432,1.1120000000,0.4767384763,1.1160000000,0.4766398300,1.1200000000,0.4765257619,1.1240000000,0.4763964547,1.1280000000,0.4762521152,1.1320000000,0.4760929743
1968/12/31,1.0740000000,0.4774145835,1.0780000000,0.4774588084,1.0820000000,0.4774871014,1.0860000000,0.4774994172,1.0900000000,0.4774957360,1.0940000000,0.4774760638,1.0980000000,0.4774404320,1.1020000000,0.4773888977,1.1060000000,0.4773215432,1.1100000000,0.4772384763,1.1140000000,0.4771398300,1.1180000000,0.4770257619,1.1220000000,0.4768964547,1.1260000000,0.4767521152,1.1300000000,0.4765929743,1.1340000000,0.4764192865
1969/03/31,1.0760000000,0.4779588084,1.0800000000,0.4779871014,1.0840000000,0.4779994172,1.0880000000,0.4779957360,1.0920000000,0.4779760638,1.0960000000,0.4779404320,1.1000000000,0.4778888977,1.1040000000,0.4778215432,1.1080000000,0.4777384763,1.1120000000,0.4776398300,1.1160000000,0.4775257619,1.1200000000,0.4773964547,1.1240000000,0.4772521152,1.1280000000,0.4770929743,1.1320000000,0.4769192865,1.1360000000,0.4767313298
1969/06/30,1.0780000000,0.4784871014,1.0820000000,0.4784994172,1.0860000000,0.4784957360,1.0900000000,0.4784760638,1.0940000000,0.4784404320,1.0980000000,0.4783888977,1.1020000000,0.4783215432,1.1060000000,0.4782384763,1.1100000000,0.4781398300,1.1140000000,0.4780257619,1.1180000000,0.4778964547,1.1220000000,0.4777521152,1.1260000000,0.4775929743,1.1300000000,0.4774192865,1.1340000000,0.4772313298,1.1380000000,0.4770294048
1969/09/30,1.0800000000,0.4789994172,1.0840000000,0.4789957360,1.0880000000,0.4789760638,1.0920000000,0.4789404320,1.0960000000,0.4788888977,1.1000000000,0.4788215432,1.1040000000,0.4787384763,1.1080000000,0.4786398300,1.1120000000,0.4785257619,1.1160000000,0.4783964547,1.1200000000,0.4782521152,1.1240000000,0.4780929743,1.1280000000,0.4779192865,1.1320000000,0.4777313298,1.1360000000,0.4775294048,1.1400000000,0.4773138346
1969/12/31,1.0820000000,0.4794957360,1.0860000000,0.4794760638,1.0900000000,0.4794404320,1.0940000000,0.4793888977,1.0980000000,0.4793215432,1.1020000000,0.4792384763,1.1060000000,0.4791398300,1.1100000000,0.4790257619,1.1140000000,0.4788964547,1.1180000000,0.4787521152,1.1220000000,0.4785929743,1.1260000000,0.4784192865,1.1300000000,0.4782313298,1.1340000000,0.4780294048,1.1380000000,0.4778138346,1.1420000000,0.4775849640
1970/03/31,1.0840000000,0.4799760638,1.0880000000,0.4799404320,1.0920000000,0.4798888977,1.0960000000,0.4798215432,1.1000000000,0.4797384763,1.1040000000,0.4796398300,1.1080000000,0.4795257619,1.1120000000,0.4793964547,1.1160000000,0.4792521152,1.1200000000,0.4790929743,1.1240000000,0.4789192865,1.1280000000,0.4787313298,1.1320000000,0.4785294048,1.1360000000,0.4783138346,1.1400000000,0.4780849640,1.1440000000,0.4778431593
1970/06/30,1.0860000000,0.4804404320,1.0900000000,0.4803888977,1.0940000000,0.4803215432,1.0980000000,0.4802384763,1.1020000000,0.4801398300,1.1060000000,0.4800257619,1.1100000000,0.4798964547,1.1140000000,0.4797521152,1.1180000000,0.4795929743,1.1220000000,0.4794192865,1.1260000000,0.4792313298,1.1300000000,0.4790294048,1.1340000000,0.4788138346,1.1380000000,0.4785849640,1.1420000000,0.4783431593,1.1460000000,0.4780888071
1970/09/30,1.0880000000,0.4808888977,1.0920000000,0.4808215432,1.0960000000,0.4807384763,1.1000000000,0.4806398300,1.1040000000,0.4805257619,1.1080000000,0.4803964547,1.1120000000,0.4802521152,1.1160000000,0.4800929743,1.1200000000,0.4799192865,1.1240000000,0.4797313298,1.1280000000,0.4795294048,1.1320000000,0.4793138346,1.1360000000,0.4790849640,1.1400000000,0.4788431593,1.1440000000,0.4785888071,1.1480000000,0.4783223144
1970/12/31,1.0900000000,0.4813215432,1.0940000000,0.4812384763,1.0980000000,0.4811398300,1.1020000000,0.4810257619,1.1060000000,0.4808964547,1.1100000000,0.4807521152,1.1140000000,0.4805929743,1.1180000000,0.4804192865,1.1220000000,0.4802313298,1.1260000000,0.4800294048,1.1300000000,0.4798138346,1.1340000000,0.4795849640,1.1380000000,0.4793431593,1.1420000000,0.4790888071,1.1460000000,0.4788223144,1.1500000000,0.4785441077
1971/03/31,1.0920000000,0.4817384763,1.0960000000,0.4816398300,1.1000000000,0.4815257619,1.1040000000,0.4813964547,1.1080000000,0.4812521152,1.1120000000,0.4810929743,1.1160000000,0.4809192865,1.1200000000,0.4807313298,1.1240000000,0.4805294048,1.1280000000,0.4803138346,1.1320000000,0.4800849640,1.1360000000,0.4798431593,1.1400000000,0.4795888071,1.1440000000,0.4793223144,1.1480000000,0.4790441077,1.1520000000,0.4787546318
1971/06/30,1.0940000000,0.4821398300,1.0980000000,0.4820257619,1.1020000000,0.4818964547,1.1060000000,0.4817521152,1.1100000000,0.4815929743,1.1140000000,0.4814192865,1.1180000000,0.4812313298,1.1220000000,0.4810294048,1.1260000000,0.4808138346,1.1300000000,0.4805849640,1.1340000000,0.4803431593,1.1380000000,0.4800888071,1.1420000000,0.4798223144,1.1460000000,0.4795441077,1.1500000000,0.4792546318,1.1540000000,0.4789543500
1971/09/30,1.0960000000,0.4825257619,1.1000000000,0.4823964547,1.1040000000,0.4822521152,1.1080000000,0.4820929743,1.1120000000,0.4819192865,1.1160000000,0.4817313298,1.1200000000,0.4815294048,1.1240000000,0.4813138346,1.1280000000,0.4810849640,1.1320000000,0.4808431593,1.1360000000,0.4805888071,1.1400000000,0.4803223144,1.1440000000,0.4800441077,1.1480000000,0.4797546318,1.1520000000,0.4794543500,1.1560000000,0.4791437426
1971/12/31,1.0980000000,0.4828964547,1.1020000000,0.4827521152,1.1060000000,0.4825929743,1.1100000000,0.4824192865,1.1140000000,0.4822313298,1.1180000000,0.4820294048,1.1220000000,0.4818138346,1.1260000000,0.4815849640,1.1300000000,0.4813431593,1.1340000000,0.4810888071,1.1380000000,0.4808223144,1.1420000000,0.4805441077,1.1460000000,0.4802546318,1.1500000000,0.4799543500,1.1540000000,0.4796437426,1.1580000000,0.4793233065
1972/03/31,1.1000000000,0.4832521152,1.1040000000,0.4830929743,1.1080000000,0.4829192865,1.1120000000,0.4827313298,1.1160000000,0.4825294048,1.1200000000,0.4823138346,1.1240000000,0.4820849640,1.1280000000,0.4818431593,1.1320000000,0.4815888071,1.1360000000,0.4813223144,1.1400000000,0.4810441077,1.1440000000,0.4807546318,1.1480000000,0.4804543500,1.1520000000,0.4801437426,1.1560000000,0.4798233065,1.1600000000,0.4794935544
1972/06/30,1.1020000000,0.4835929743,1.1060000000,0.4834192865,1.1100000000,0.4832313298,1.1140000000,0.4830294048,1.1180000000,0.4828138346,1.1220000000,0.4825849640,1.1260000000,0.4823431593,1.1300000000,0.4820888071,1.1340000000,0.4818223144,1.1380000000,0.4815441077,1.1420000000,0.4812546318,1.1460000000,0.4809543500,1.1500000000,0.4806437426,1.1540000000,0.4803233065,1.1580000000,0.4799935544,1.1620000000,0.4796550137
1972/09/30,1.1040000000,0.4839192865,1.1080000000,0.4837313298,1.1120000000,0.4835294048,1.1160000000,0.4833138346,1.1200000000,0.4830849640,1.1240000000,0.4828431593,1.1280000000,0.4825888071,1.1320000000,0.4823223144,1.1360000000,0.4820441077,1.1400000000,0.4817546318,1.1440000000,0.4814543500,1.1480000000,0.4811437426,1.1520000000,0.4808233065,1.1560000000,0.4804935544,1.1600000000,0.4801550137,1.1640000000,0.4798082261
1972/12/31,1.1060000000,0.4842313298,1.1100000000,0.4840294048,1.1140000000,0.4838138346,1.1180000000,0.4835849640,1.1220000000,0.4833431593,1.1260000000,0.4830888071,1.1300000000,0.4828223144,1.1340000000,0.4825441077,1.1380000000,0.4822546318,1.1420000000,0.4819543500,1.1460000000,0.4816437426,1.1500000000,0.4813233065,1.1540000000,0.4809935544,1.1580000000,0.4806550137,1.1620000000,0.4803082261,1.1660000000,0.4799537464
1973/03/31,1.1080000000,0.4845294048,1.1120000000,0.4843138346,1.1160000000,0.4840849640,1.1200000000,0.4838431593,1.1240000000,0.4835888071,1.1280000000,0.4833223144,1.1320000000,0.4830441077,1.1360000000,0.4827546318,1.1400000000,0.4824543500,1.1440000000,0.4821437426,1.1480000000,0.4818233065,1.1520000000,0.4814935544,1.1560000000,0.4811550137,1.1600000000,0.4808082261,1.1640000000,0.4804537464,1.1680000000,0.4800921417
1973/06/30,1.1100000000,0.4848138346,1.1140000000,0.4845849640,1.1180000000,0.4843431593,1.1220000000,0.4840888071,1.1260000000,0.4838223144,1.1300000000,0.4835441077,1.1340000000,0.4832546318,1.1380000000,0.4829543500,1.1420000000,0.4826437426,1.1460000000,0.4823233065,1.1500000000,0.4819935544,1.1540000000,0.4816550137,1.1580000000,0.4813082261,1.1620000000,0.4809537464,1.1660000000,0.4805921417,1.1700000000,0.4802239904
1973/09/30,1.1120000000,0.4850849640,1.1160000000,0.4848431593,1.1200000000,0.4845888071,1.1240000000,0.4843223144,1.1280000000,0.4840441077,1.1320000000,0.4837546318,1.1360000000,0.4834543500,1.1400000000,0.4831437426,1.1440000000,0.4828233065,1.1480000000,0.4824935544,1.1520000000,0.4821550137,1.1560000000,0.4818082261,1.1600000000,0.4814537464,1.1640000000,0.4810921417,1.1680000000,0.4807239904,1.1720000000,0.4803498815
1973/12/31,1.1140000000,0.4853431593,1.1180000000,0.4850888071,1.1220000000,0.4848223144,1.1260000000,0.4845441077,1.1300000000,0.4842546318,1.1340000000,0.4839543500,1.1380000000,0.4836437426,1.1420000000,0.4833233065,1.1460000000,0.4829935544,1.1500000000,0.4826550137,1.1540000000,0.4823082261,1.1580000000,0.4819537464,1.1620000000,0.4815921417,1.1660000000,0.4812239904,1.1700000000,0.4808498815,1.1740000000,0.4804704135
1974/03/31,1.1160000000,0.4855888071,1.1200000000,0.4853223144,1.1240000000,0.4850441077,1.1280000000,0.4847546318,1.1320000000,0.4844543500,1.1360000000,0.4841437426,1.1400000000,0.4838233065,1.1440000000,0.4834935544,1.1480000000,0.4831550137,1.1520000000,0.4828082261,1.1560000000,0.4824537464,1.1600000000,0.4820921417,1.1640000000,0.4817239904,1.1680000000,0.4813498815,1.1720000000,0.4809704135,1.1760000000,0.4805861935
1974/06/30,1.1180000000,0.4858223144,1.1220000000,0.4855441077,1.1260000000,0.4852546318,1.1300000000,0.4849543500,1.1340000000,0.4846437426,1.1380000000,0.4843233065,1.1420000000,0.4839935544,1.1460000000,0.4836550137,1.1500000000,0.4833082261,1.1540000000,0.4829537464,1.1580000000,0.4825921417,1.1620000000,0.4822239904,1.1660000000,0.4818498815,1.1700000000,0.4814704135,1.1740000000,0.4810861935,1.1780000000,0.4806978361
1974/09/30,1.1200000000,0.4860441077,1.1240000000,0.4857546318,1.1280000000,0.4854543500,1.1320000000,0.4851437426,1.1360000000,0.4848233065,1.1400000000,0.4844935544,1.1440000000,0.4841550137,1.1480000000,0.4838082261,1.1520000000,0.4834537464,1.1560000000,0.4830921417,1.1600000000,0.4827239904,1.1640000000,0.4823498815,1.1680000000,0.4819704135,1.1720000000,0.4815861935,1.1760000000,0.4811978361,1.1800000000,0.4808059627
