sep=,
FREQ_4,y001,p001,cap001,x001,cost001,regime001,y002,p002,cap002,x002,cost002,regime002,y003,p003,cap003,x003,cost003,regime003,y004,p004,cap004,x004,cost004,regime004,y005,p005,cap005,x005,cost005,regime005,y006,p006,cap006,x006,cost006,regime006,y007,p007,cap007,x007,cost007,regime007,y008,p008,cap008,x008,cost008,regime008,aggregate
2003/03/31,1.7630000000,0.6903716760,1.7630000000,1.0516225179,0.4259216760,1.0000000000,1.7780000000,0.7019968437,1.4224000000,1.0525627102,0.4352968437,-1.0000000000,1.7930000000,0.7135837774,1.7930000000,1.0532717007,0.4446337774,1.0000000000,1.8080000000,0.7251341342,1.8080000000,1.0537437504,0.4539341342,1.0000000000,1.8230000000,0.7366496629,1.4584000000,1.0539750384,0.4631996629,-1.0000000000,1.8380000000,0.7481321994,1.8380000000,1.0539636923,0.4724321994,1.0000000000,1.8530000000,0.7595836618,1.8530000000,1.0537098041,0.4816336618,1.0000000000,1.8680000000,0.7710060461,1.4944000000,1.0532154289,0.4908060461,-1.0000000000,1.6787750000
2003/06/30,1.7670000000,0.6903468437,1.7670000000,1.0545627102,0.4252968437,1.0000000000,1.7820000000,0.7019337774,1.4256000000,1.0552717007,0.4346337774,-1.0000000000,1.7970000000,0.7134841342,1.7970000000,1.0557437504,0.4439341342,1.0000000000,1.8120000000,0.7249996629,1.8120000000,1.0559750384,0.4531996629,1.0000000000,1.8270000000,0.7364821994,1.4616000000,1.0559636923,0.4624321994,-1.0000000000,1.8420000000,0.7479336618,1.8420000000,1.0557098041,0.4716336618,1.0000000000,1.8570000000,0.7593560461,1.8570000000,1.0552154289,0.4808060461,1.0000000000,1.8720000000,0.7707514210,1.4976000000,1.0544845684,0.4899514210,-1.0000000000,1.6824750000
2003/09/30,1.7710000000,0.6902837774,1.7710000000,1.0572717007,0.4246337774,1.0000000000,1.7860000000,0.7018341342,1.4288000000,1.0577437504,0.4339341342,-1.0000000000,1.8010000000,0.7133496629,1.8010000000,1.0579750384,0.4431996629,1.0000000000,1.8160000000,0.7248321994,1.8160000000,1.0579636923,0.4524321994,1.0000000000,1.8310000000,0.7362836618,1.4648000000,1.0577098041,0.4616336618,-1.0000000000,1.8460000000,0.7477060461,1.8460000000,1.0572154289,0.4708060461,1.0000000000,1.8610000000,0.7591014210,1.8610000000,1.0564845684,0.4799514210,1.0000000000,1.8760000000,0.7704719224,1.5008000000,1.0555231387,0.4890719224,-1.0000000000,1.6861750000
2003/12/31,1.7750000000,0.6901841342,1.7750000000,1.0597437504,0.4239341342,1.0000000000,1.7900000000,0.7016996629,1.4320000000,1.0599750384,0.4331996629,-1.0000000000,1.8050000000,0.7131821994,1.8050000000,1.0599636923,0.4424321994,1.0000000000,1.8200000000,0.7246336618,1.8200000000,1.0597098041,0.4516336618,1.0000000000,1.8350000000,0.7360560461,1.4680000000,1.0592154289,0.4608060461,-1.0000000000,1.8500000000,0.7474514210,1.8500000000,1.0584845684,0.4699514210,1.0000000000,1.8650000000,0.7588219224,1.8650000000,1.0575231387,0.4790719224,1.0000000000,1.8800000000,0.7701697488,1.5040000000,1.0563389219,0.4881697488,-1.0000000000,1.6898750000
2004/03/31,1.7790000000,0.6900496629,1.4232000000,1.0619750384,0.4231996629,-1.0000000000,1.7940000000,0.7015321994,1.7940000000,1.0619636923,0.4324321994,1.0000000000,1.8090000000,0.7129836618,1.8090000000,1.0617098041,0.4416336618,1.0000000000,1.8240000000,0.7244060461,1.4592000000,1.0612154289,0.4508060461,-1.0000000000,1.8390000000,0.7358014210,1.8390000000,1.0604845684,0.4599514210,1.0000000000,1.8540000000,0.7471719224,1.8540000000,1.0595231387,0.4690719224,1.0000000000,1.8690000000,0.7585197488,1.4952000000,1.0583389219,0.4781697488,-1.0000000000,1.8840000000,0.7698471551,1.8840000000,1.0569415038,0.4872471551,1.0000000000,1.6947000000
2004/06/30,1.7830000000,0.6898821994,1.4264000000,1.0639636923,0.4224321994,-1.0000000000,1.7980000000,0.7013336618,1.7980000000,1.0637098041,0.4316336618,1.0000000000,1.8130000000,0.7127560461,1.8130000000,1.0632154289,0.4408060461,1.0000000000,1.8280000000,0.7241514210,1.4624000000,1.0624845684,0.4499514210,-1.0000000000,1.8430000000,0.7355219224,1.8430000000,1.0615231387,0.4590719224,1.0000000000,1.8580000000,0.7468697488,1.8580000000,1.0603389219,0.4681697488,1.0000000000,1.8730000000,0.7581971551,1.4984000000,1.0589415038,0.4772471551,-1.0000000000,1.8880000000,0.7695064472,1.8880000000,1.0573421959,0.4863064472,1.0000000000,1.6984000000
2004/09/30,1.7870000000,0.6896836618,1.4296000000,1.0657098041,0.4216336618,-1.0000000000,1.8020000000,0.7011060461,1.8020000000,1.0652154289,0.4308060461,1.0000000000,1.8170000000,0.7125014210,1.8170000000,1.0644845684,0.4399514210,1.0000000000,1.8320000000,0.7238719224,1.4656000000,1.0635231387,0.4490719224,-1.0000000000,1.8470000000,0.7352197488,1.8470000000,1.0623389219,0.4581697488,1.0000000000,1.8620000000,0.7465471551,1.8620000000,1.0609415038,0.4672471551,1.0000000000,1.8770000000,0.7578564472,1.5016000000,1.0593421959,0.4763064472,-1.0000000000,1.8920000000,0.7691499766,1.8920000000,1.0575539438,0.4853499766,1.0000000000,1.7021000000
2004/12/31,1.7910000000,0.6894560461,1.4328000000,1.0672154289,0.4208060461,-1.0000000000,1.8060000000,0.7008514210,1.8060000000,1.0664845684,0.4299514210,1.0000000000,1.8210000000,0.7122219224,1.8210000000,1.0655231387,0.4390719224,1.0000000000,1.8360000000,0.7235697488,1.4688000000,1.0643389219,0.4481697488,-1.0000000000,1.8510000000,0.7348971551,1.8510000000,1.0629415038,0.4572471551,1.0000000000,1.8660000000,0.7462064472,1.8660000000,1.0613421959,0.4663064472,1.0000000000,1.8810000000,0.7574999766,1.5048000000,1.0595539438,0.4753499766,-1.0000000000,1.8960000000,0.7687801337,1.8960000000,1.0575912225,0.4843801337,1.0000000000,1.7058000000
2005/03/31,1.7950000000,0.6892014210,1.4360000000,1.0684845684,0.4199514210,-1.0000000000,1.8100000000,0.7005719224,1.8100000000,1.0675231387,0.4290719224,1.0000000000,1.8250000000,0.7119197488,1.8250000000,1.0663389219,0.4381697488,1.0000000000,1.8400000000,0.7232471551,1.4720000000,1.0649415038,0.4472471551,-1.0000000000,1.8550000000,0.7345564472,1.8550000000,1.0633421959,0.4563064472,1.0000000000,1.8700000000,0.7458499766,1.8700000000,1.0615539438,0.4653499766,1.0000000000,1.8850000000,0.7571301337,1.5080000000,1.0595912225,0.4743801337,-1.0000000000,1.9000000000,0.7683993429,1.9000000000,1.0574699195,0.4833993429,1.0000000000,1.7095000000
2005/06/30,1.7990000000,0.6889219224,1.4392000000,1.0695231387,0.4190719224,-1.0000000000,1.8140000000,0.7002697488,1.8140000000,1.0683389219,0.4281697488,1.0000000000,1.8290000000,0.7115971551,1.8290000000,1.0669415038,0.4372471551,1.0000000000,1.8440000000,0.7229064472,1.4752000000,1.0653421959,0.4463064472,-1.0000000000,1.8590000000,0.7341999766,1.8590000000,1.0635539438,0.4553499766,1.0000000000,1.8740000000,0.7454801337,1.8740000000,1.0615912225,0.4643801337,1.0000000000,1.8890000000,0.7567493429,1.5112000000,1.0594699195,0.4733993429,-1.0000000000,1.9040000000,0.7680100554,1.9040000000,1.0572072056,0.4824100554,1.0000000000,1.7132000000
2005/09/30,1.8030000000,0.6886197488,1.4424000000,1.0703389219,0.4181697488,-1.0000000000,1.8180000000,0.6999471551,1.8180000000,1.0689415038,0.4272471551,1.0000000000,1.8330000000,0.7112564472,1.8330000000,1.0673421959,0.4363064472,1.0000000000,1.8480000000,0.7225499766,1.4784000000,1.0655539438,0.4453499766,-1.0000000000,1.8630000000,0.7338301337,1.8630000000,1.0635912225,0.4543801337,1.0000000000,1.8780000000,0.7450993429,1.8780000000,1.0614699195,0.4633993429,1.0000000000,1.8930000000,0.7563600554,1.5144000000,1.0592072056,0.4724100554,-1.0000000000,1.9080000000,0.7676147440,1.9080000000,1.0568213964,0.4814147440,1.0000000000,1.7169000000
2005/12/31,1.8070000000,0.6882971551,1.4456000000,1.0709415038,0.4172471551,-1.0000000000,1.8220000000,0.6996064472,1.8220000000,1.0693421959,0.4263064472,1.0000000000,1.8370000000,0.7108999766,1.8370000000,1.0675539438,0.4353499766,1.0000000000,1.8520000000,0.7221801337,1.4816000000,1.0655912225,0.4443801337,-1.0000000000,1.8670000000,0.7334493429,1.8670000000,1.0634699195,0.4533993429,1.0000000000,1.8820000000,0.7447100554,1.8820000000,1.0612072056,0.4624100554,1.0000000000,1.8970000000,0.7559647440,1.5176000000,1.0588213964,0.4714147440,-1.0000000000,1.9120000000,0.7672158966,1.9120000000,1.0563318040,0.4804158966,1.0000000000,1.7206000000
2006/03/31,1.8110000000,0.6879564472,1.8110000000,1.0713421959,0.4163064472,1.0000000000,1.8260000000,0.6992499766,1.8260000000,1.0695539438,0.4253499766,1.0000000000,1.8410000000,0.7105301337,1.4728000000,1.0675912225,0.4343801337,-1.0000000000,1.8560000000,0.7217993429,1.8560000000,1.0654699195,0.4433993429,1.0000000000,1.8710000000,0.7330600554,1.8710000000,1.0632072056,0.4524100554,1.0000000000,1.8860000000,0.7443147440,1.5088000000,1.0608213964,0.4614147440,-1.0000000000,1.9010000000,0.7555658966,1.9010000000,1.0583318040,0.4704158966,1.0000000000,1.9160000000,0.7668160096,1.9160000000,1.0557585805,0.4794160096,1.0000000000,1.7703250000
2006/06/30,1.8150000000,0.6875999766,1.8150000000,1.0715539438,0.4153499766,1.0000000000,1.8300000000,0.6988801337,1.8300000000,1.0695912225,0.4243801337,1.0000000000,1.8450000000,0.7101493429,1.4760000000,1.0674699195,0.4333993429,-1.0000000000,1.8600000000,0.7214100554,1.8600000000,1.0652072056,0.4424100554,1.0000000000,1.8750000000,0.7326647440,1.8750000000,1.0628213964,0.4514147440,1.0000000000,1.8900000000,0.7439158966,1.5120000000,1.0603318040,0.4604158966,-1.0000000000,1.9050000000,0.7551660096,1.9050000000,1.0577585805,0.4694160096,1.0000000000,1.9200000000,0.7664175822,1.9200000000,1.0551225549,0.4784175822,1.0000000000,1.7741250000
2006/09/30,1.8190000000,0.6872301337,1.8190000000,1.0715912225,0.4143801337,1.0000000000,1.8340000000,0.6984993429,1.8340000000,1.0694699195,0.4233993429,1.0000000000,1.8490000000,0.7097600554,1.4792000000,1.0672072056,0.4324100554,-1.0000000000,1.8640000000,0.7210147440,1.8640000000,1.0648213964,0.4414147440,1.0000000000,1.8790000000,0.7322658966,1.8790000000,1.0623318040,0.4504158966,1.0000000000,1.8940000000,0.7435160096,1.5152000000,1.0597585805,0.4594160096,-1.0000000000,1.9090000000,0.7547675822,1.9090000000,1.0571225549,0.4684175822,1.0000000000,1.9240000000,0.7660231101,1.9240000000,1.0544450646,0.4774231101,1.0000000000,1.7779250000
2006/12/31,1.8230000000,0.6868493429,1.8230000000,1.0714699195,0.4133993429,1.0000000000,1.8380000000,0.6981100554,1.8380000000,1.0692072056,0.4224100554,1.0000000000,1.8530000000,0.7093647440,1.4824000000,1.0668213964,0.4314147440,-1.0000000000,1.8680000000,0.7206158966,1.8680000000,1.0643318040,0.4404158966,1.0000000000,1.8830000000,0.7318660096,1.8830000000,1.0617585805,0.4494160096,1.0000000000,1.8980000000,0.7431175822,1.5184000000,1.0591225549,0.4584175822,-1.0000000000,1.9130000000,0.7543731101,1.9130000000,1.0564450646,0.4674231101,1.0000000000,1.9280000000,0.7656350789,1.9280000000,1.0537477826,0.4764350789,1.0000000000,1.7817250000
2007/03/31,1.8270000000,0.6864600554,1.8270000000,1.0712072056,0.4124100554,1.0000000000,1.8420000000,0.6977147440,1.8420000000,1.0688213964,0.4214147440,1.0000000000,1.8570000000,0.7089658966,1.4856000000,1.0663318040,0.4304158966,-1.0000000000,1.8720000000,0.7202160096,1.8720000000,1.0637585805,0.4394160096,1.0000000000,1.8870000000,0.7314675822,1.8870000000,1.0611225549,0.4484175822,1.0000000000,1.9020000000,0.7427231101,1.5216000000,1.0584450646,0.4574231101,-1.0000000000,1.9170000000,0.7539850789,1.9170000000,1.0557477826,0.4664350789,1.0000000000,1.9320000000,0.7652559581,1.9320000000,1.0530525422,0.4754559581,1.0000000000,1.7855250000
2007/06/30,1.8310000000,0.6860647440,1.8310000000,1.0708213964,0.4114147440,1.0000000000,1.8460000000,0.6973158966,1.8460000000,1.0683318040,0.4204158966,1.0000000000,1.8610000000,0.7085660096,1.4888000000,1.0657585805,0.4294160096,-1.0000000000,1.8760000000,0.7198175822,1.8760000000,1.0631225549,0.4384175822,1.0000000000,1.8910000000,0.7310731101,1.8910000000,1.0604450646,0.4474231101,1.0000000000,1.9060000000,0.7423350789,1.5248000000,1.0577477826,0.4564350789,-1.0000000000,1.9210000000,0.7536059581,1.9210000000,1.0550525422,0.4654559581,1.0000000000,1.9360000000,0.7648881951,1.9360000000,1.0523811601,0.4744881951,1.0000000000,1.7893250000
2007/09/30,1.8350000000,0.6856658966,1.8350000000,1.0703318040,0.4104158966,1.0000000000,1.8500000000,0.6969160096,1.8500000000,1.0677585805,0.4194160096,1.0000000000,1.8650000000,0.7081675822,1.4920000000,1.0651225549,0.4284175822,-1.0000000000,1.8800000000,0.7194231101,1.8800000000,1.0624450646,0.4374231101,1.0000000000,1.8950000000,0.7306850789,1.8950000000,1.0597477826,0.4464350789,1.0000000000,1.9100000000,0.7419559581,1.5280000000,1.0570525422,0.4554559581,-1.0000000000,1.9250000000,0.7532381951,1.9250000000,1.0543811601,0.4644881951,1.0000000000,1.9400000000,0.7645342087,1.9400000000,1.0517552599,0.4735342087,1.0000000000,1.7931250000
2007/12/31,1.8390000000,0.6852660096,1.8390000000,1.0697585805,0.4094160096,1.0000000000,1.8540000000,0.6965175822,1.8540000000,1.0671225549,0.4184175822,1.0000000000,1.8690000000,0.7077731101,1.4952000000,1.0644450646,0.4274231101,-1.0000000000,1.8840000000,0.7190350789,1.8840000000,1.0617477826,0.4364350789,1.0000000000,1.8990000000,0.7303059581,1.8990000000,1.0590525422,0.4454559581,1.0000000000,1.9140000000,0.7415881951,1.5312000000,1.0563811601,0.4544881951,-1.0000000000,1.9290000000,0.7528842087,1.9290000000,1.0537552599,0.4635342087,1.0000000000,1.9440000000,0.7641963834,1.9440000000,1.0511960970,0.4725963834,1.0000000000,1.7969250000
2008/03/31,1.8430000000,0.6848675822,1.8430000000,1.0691225549,0.4084175822,1.0000000000,1.8580000000,0.6961231101,1.4864000000,1.0664450646,0.4174231101,-1.0000000000,1.8730000000,0.7073850789,1.8730000000,1.0637477826,0.4264350789,1.0000000000,1.8880000000,0.7186559581,1.8880000000,1.0610525422,0.4354559581,1.0000000000,1.9030000000,0.7299381951,1.5224000000,1.0583811601,0.4444881951,-1.0000000000,1.9180000000,0.7412342087,1.9180000000,1.0557552599,0.4535342087,1.0000000000,1.9330000000,0.7525463834,1.9330000000,1.0531960970,0.4625963834,1.0000000000,1.9480000000,0.7638770633,1.5584000000,1.0507243867,0.4716770633,-1.0000000000,1.7527750000
2008/06/30,1.8470000000,0.6844731101,1.8470000000,1.0684450646,0.4074231101,1.0000000000,1.8620000000,0.6957350789,1.4896000000,1.0657477826,0.4164350789,-1.0000000000,1.8770000000,0.7070059581,1.8770000000,1.0630525422,0.4254559581,1.0000000000,1.8920000000,0.7182881951,1.8920000000,1.0603811601,0.4344881951,1.0000000000,1.9070000000,0.7295842087,1.5256000000,1.0577552599,0.4435342087,-1.0000000000,1.9220000000,0.7408963834,1.9220000000,1.0551960970,0.4525963834,1.0000000000,1.9370000000,0.7522270633,1.9370000000,1.0527243867,0.4616770633,1.0000000000,1.9520000000,0.7635785462,1.5616000000,1.0503601363,0.4707785462,-1.0000000000,1.7564750000
2008/09/30,1.8510000000,0.6840850789,1.8510000000,1.0677477826,0.4064350789,1.0000000000,1.8660000000,0.6953559581,1.4928000000,1.0650525422,0.4154559581,-1.0000000000,1.8810000000,0.7066381951,1.8810000000,1.0623811601,0.4244881951,1.0000000000,1.8960000000,0.7179342087,1.8960000000,1.0597552599,0.4335342087,1.0000000000,1.9110000000,0.7292463834,1.5288000000,1.0571960970,0.4425963834,-1.0000000000,1.9260000000,0.7405770633,1.9260000000,1.0547243867,0.4516770633,1.0000000000,1.9410000000,0.7519285462,1.9410000000,1.0523601363,0.4607785462,1.0000000000,1.9560000000,0.7633030779,1.5648000000,1.0501224833,0.4699030779,-1.0000000000,1.7601750000
2008/12/31,1.8550000000,0.6837059581,1.8550000000,1.0670525422,0.4054559581,1.0000000000,1.8700000000,0.6949881951,1.4960000000,1.0643811601,0.4144881951,-1.0000000000,1.8850000000,0.7062842087,1.8850000000,1.0617552599,0.4235342087,1.0000000000,1.9000000000,0.7175963834,1.9000000000,1.0591960970,0.4325963834,1.0000000000,1.9150000000,0.7289270633,1.5320000000,1.0567243867,0.4416770633,-1.0000000000,1.9300000000,0.7402785462,1.9300000000,1.0543601363,0.4507785462,1.0000000000,1.9450000000,0.7516530779,1.9450000000,1.0521224833,0.4599030779,1.0000000000,1.9600000000,0.7630528467,1.5680000000,1.0500295404,0.4690528467,-1.0000000000,1.7638750000
2009/03/31,1.8590000000,0.6833381951,1.8590000000,1.0663811601,0.4044881951,1.0000000000,1.8740000000,0.6946342087,1.4992000000,1.0637552599,0.4135342087,-1.0000000000,1.8890000000,0.7059463834,1.8890000000,1.0611960970,0.4225963834,1.0000000000,1.9040000000,0.7172770633,1.9040000000,1.0587243867,0.4316770633,1.0000000000,1.9190000000,0.7286285462,1.5352000000,1.0563601363,0.4407785462,-1.0000000000,1.9340000000,0.7400030779,1.9340000000,1.0541224833,0.4499030779,1.0000000000,1.9490000000,0.7514028467,1.9490000000,1.0520295404,0.4590528467,1.0000000000,1.9640000000,0.7628299777,1.5712000000,1.0500982492,0.4682299777,-1.0000000000,1.7675750000
2009/06/30,1.8630000000,0.6829842087,1.8630000000,1.0657552599,0.4035342087,1.0000000000,1.8780000000,0.6942963834,1.5024000000,1.0631960970,0.4125963834,-1.0000000000,1.8930000000,0.7056270633,1.8930000000,1.0607243867,0.4216770633,1.0000000000,1.9080000000,0.7169785462,1.9080000000,1.0583601363,0.4307785462,1.0000000000,1.9230000000,0.7283530779,1.5384000000,1.0561224833,0.4399030779,-1.0000000000,1.9380000000,0.7397528467,1.9380000000,1.0540295404,0.4490528467,1.0000000000,1.9530000000,0.7511799777,1.9530000000,1.0520982492,0.4582299777,1.0000000000,1.9680000000,0.7626365275,1.5744000000,1.0503442424,0.4674365275,-1.0000000000,1.7712750000
