sep=,
FREQ_4,y001,x001,z001,q001,y002,x002,z002,q002,y003,x003,z003,q003,y004,x004,z004,q004,y005,x005,z005,q005,y006,x006,z006,q006
1963/09/30,1.8136844629,0.7584840695,0.8005175460,0.9367889281,1.7202699596,0.7616825252,0.7431203928,0.9889558535,1.6229895725,0.7620903193,0.6804374682,1.0365527347,1.3186670440,0.7615190670,0.6129320893,1.0794405142,1.2690347520,0.7615457860,0.5411032185,1.1175038633,1.2255961185,0.7634059729,0.4654817746,1.1506517629
1963/12/31,1.7578145122,0.7606860688,0.7745071602,0.9719558535,1.6587806732,0.7596584211,0.7144115715,1.0195527347,1.5584177991,0.7567841283,0.6492571938,1.0624405142,1.2799966503,0.7538338596,0.5795256121,1.1005038633,1.2313662366,0.7522934316,0.5057322432,1.1336517629,1.1901827694,0.7532661509,0.4284225268,1.1618179621
1964/03/31,1.6962101133,0.7582889756,0.7471203928,1.0025527347,1.5932824209,0.7536727554,0.6844374682,1.0454405142,1.4916040783,0.7481700941,0.6169320893,1.0835038633,1.2407379281,0.7434814269,0.5451032185,1.1166517629,1.1941969155,0.7409747801,0.4694817746,1.1448179621,1.1562333688,0.7415986667,0.3906267092,1.1679613126
1964/06/30,1.6303083976,0.7518233251,0.7184115715,1.0284405142,1.5252865282,0.7442886276,0.6532571938,1.0665038633,1.4240817860,0.7368222126,0.5835256121,1.0996517629,1.2018996279,0.7310256736,0.5097322432,1.1278179621,1.1584663279,0.7281241545,0.4324225268,1.1509613126,1.1245892289,0.7288909776,0.3521678930,1.1690659753
1964/09/30,1.5616287619,0.7418567295,0.6884374682,1.0495038633,1.4563413519,0.7320872739,0.6209320893,1.0826517629,1.3573755440,0.7233137471,0.5491032185,1.1108179621,1.1644386408,0.7170116133,0.4734817746,1.1339613126,1.1250339232,0.7142401356,0.3946267092,1.1520659753,1.0959864972,0.7155797833,0.3131208751,1.1651415005
1964/12/31,1.4917301186,0.7289759010,0.6572571938,1.0656517629,1.3879885961,0.7176499816,0.5875256121,1.0938179621,1.2929579663,0.7081996085,0.5137322432,1.1169613126,1.1292322117,0.7019487648,0.4364225268,1.1350659753,1.0946539133,0.6997704825,0.3561678930,1.1481415005,1.0710344038,0.7020379278,0.2735615395,1.1562227801
1965/03/31,1.4221670791,0.7137685151,0.6249320893,1.0768179621,1.3217198628,0.7015403942,0.5531032185,1.0999613126,1.2322079306,0.6919996583,0.4774817746,1.1180659753,1.0970526221,0.6862959704,0.3986267092,1.1311415005,1.0679533480,0.6850989307,0.3171208751,1.1392227801,1.0501973809,0.6885635682,0.2335667178,1.1423698708
1965/06/30,1.3544463630,0.6968054556,0.5915256121,1.0829613126,1.2589347251,0.6842877318,0.5177322432,1.1010659753,1.1763716198,0.6751834291,0.4404225268,1.1141415005,1.0685450928,0.6704480887,0.3601678930,1.1222227801,1.0454140655,0.6705342580,0.2775615395,1.1253698708,1.0337815927,0.6753719348,0.1932140464,1.1236676927
1965/09/30,1.2899847182,0.6786239664,0.5571032185,1.0840659753,1.2009015630,0.6663714244,0.4814817746,1.0971415005,1.1265274884,0.6581567179,0.4026267092,1.1052227801,1.0442095610,0.6547249573,0.3211208751,1.1083698708,1.0273590565,0.6563019458,0.2375667178,1.1066676927,1.0219262797,0.6625899276,0.1525818233,1.1002256004
1965/12/31,1.2300695853,0.6597122101,0.5217322432,1.0801415005,1.1487223124,0.6482076114,0.4444225268,1.0882227801,1.0835561888,0.6412504451,0.3641678930,1.0913698708,1.0243868723,0.6393629486,0.2815615395,1.0896676927,1.0139436483,0.6425386778,0.1972140464,1.0832256004,1.0146001783,0.6502537061,0.1117488633,1.0721768325
1966/03/31,1.1758236604,0.6404956849,0.4854817746,1.0712227801,1.1033021637,0.6301379038,0.4066267092,1.0743698708,1.0481163446,0.6247121067,0.3251208751,1.0726676927,1.0092497954,0.6245093676,0.2415667178,1.0662256004,1.0051517726,0.6292898391,0.1565818233,1.0551768325,1.0116031287,0.6383093423,0.0707943524,1.0396778401
1966/06/30,1.1281743928,0.6213258991,0.4484225268,1.0573698708,1.0653251003,0.6124207359,0.3681678930,1.0556676927,1.0206268855,0.6087000669,0.2855615395,1.0492256004,0.9987991243,0.6102198501,0.2012140464,1.0381768325,1.0007974295,0.6165100819,0.1157488633,1.0226778401,1.0125728246,0.6266165106,0.0297977013,1.0029074986
1966/09/30,1.0878293084,0.6024716293,0.4106267092,1.0386676927,1.0352359898,0.5952255547,0.3291208751,1.0322256004,1.0012564609,0.5932808529,0.2455667178,1.0211768325,0.9928649823,0.5964588321,0.1605818233,1.0056778401,1.0005313027,0.6040669345,0.0747943524,0.9859074986,1.0169965076,0.6149550981,-0.0111616016,0.9620662058
1966/12/31,1.0552578746,0.5841130134,0.3721678930,1.0152256004,1.0132297494,0.5786300110,0.2895615395,1.0041768325,0.9899202421,0.5784295219,0.2052140464,0.9886778401,0.9911132848,0.5831030675,0.1197488633,0.9689074986,1.0038523323,0.5917473382,0.0337977013,0.9450662058,1.0242272622,0.6030345295,-0.0520041367,0.9173748731
1967/03/31,1.0306804306,0.5663386402,0.3331208751,0.9871768325,0.9992478987,0.5626202212,0.2495667178,0.9716778401,0.9862842023,0.5640330785,0.1645818233,0.9519074986,0.9930571681,0.5699480778,0.0787943524,0.9280662058,1.0101238989,0.5792669058,-0.0071616016,0.9003748731,1.0335044271,0.5905055188,-0.0926507003,0.8690738115
1967/06/30,1.0140644964,0.5491457090,0.2935615395,0.9546778401,0.9929825884,0.5470940813,0.2092140464,0.9349074986,0.9897767437,0.5498968280,0.1237488633,0.9110662058,0.9980730399,0.5567173297,0.0377977013,0.8833748731,1.0185941388,0.5662816149,-0.0480041367,0.8520738115,1.0439775192,0.5769738859,-0.1330224511,0.8174215208
1967/09/30,1.0051285547,0.5324432394,0.2535667178,0.9179074986,0.9938879787,0.5318675179,0.1685818233,0.8940662058,0.9996073207,0.5357534628,0.0827943524,0.8663748731,1.0054207715,0.5430738551,-0.0031616016,0.8350738115,1.0284197851,0.5524015751,-0.0886507003,0.8004215208,1.0547329571,0.5620160132,-0.1730410558,0.7626933878
1967/12/31,1.0033531783,0.5160582171,0.2132140464,0.8770662058,1.0011986192,0.5166834737,0.1277488633,0.8493748731,1.0147915041,0.5212745947,0.0417977013,0.8180738115,1.0142674289,0.5286339515,-0.0440041367,0.7834215208,1.0386928245,0.5372064444,-0.1290224511,0.7456933878,1.0648227914,0.5451954670,-0.2126288340,0.7051802976
1968/03/31,1.0079991590,0.4997444766,0.1725818233,0.8323748731,1.0139542750,0.5012233448,0.0867943524,0.8010738115,1.0341817382,0.5060843754,0.0008383984,0.7664215208,1.0237138330,0.5129825405,-0.0846507003,0.7286933878,1.0484691764,0.5202620197,-0.1690410558,0.6881802976,1.0732945869,0.5260802726,-0.2517089017,0.6451871686
1968/06/30,1.0181320858,0.4831940347,0.1317488633,0.7840738115,1.0310304555,0.4851205084,0.0457977013,0.7494215208,1.0565028746,0.4897747807,-0.0400041367,0.7116933878,1.0328231558,0.4956897089,-0.1250224511,0.6711802976,1.0567985391,0.5011374911,-0.2086288340,0.6281871686,1.0792215648,0.5042603115,-0.2902053136,0.5830314157
1968/09/30,1.0326526287,0.4660505194,0.0907943524,0.7324215208,1.0511737317,0.4679755203,0.0048383984,0.6946933878,1.0803914277,0.4719220853,-0.0806507003,0.6541802976,1.0406506999,0.4763279224,-0.1650410558,0.6111871686,1.0627545142,0.4794228278,-0.2477089017,0.5660314157,1.0817321088,0.4793643025,-0.3280432033,0.5190413513
1968/12/31,1.0503316191,0.4479242705,0.0497977013,0.6776933878,1.0730407861,0.4493725092,-0.0360041367,0.6371802976,1.1044373824,0.4521040185,-0.1210224511,0.5941871686,1.0462739716,0.4544893805,-0.2046288340,0.5490314157,1.0654641109,0.4547457584,-0.2862053136,0.5020413513,1.0800377544,0.4510758422,-0.3651489220,0.4535545303
1969/03/31,1.0698488709,0.4284086423,0.0088383984,0.6201802976,1.0952400329,0.4288962586,-0.0766507003,0.5771871686,1.1272273153,0.4299170697,-0.1610410558,0.5320314157,1.0488221491,0.4298029770,-0.2437089017,0.4850413513,1.0641357496,0.4267878215,-0.3240432033,0.4365545303,1.0734588251,0.4191480062,-0.4014501743,0.3869160499
1969/06/30,1.0898345833,0.4070969982,-0.0320041367,0.5601871686,1.1163745659,0.4061494461,-0.1170224511,0.5150314157,1.1473875483,0.4049934082,-0.2006288340,0.4680413513,1.0475040685,0.4019503378,-0.2822053136,0.4195545303,1.0580849306,0.3952989849,-0.3611489220,0.3699160499,1.0614469510,0.3834160520,-0.4368761521,0.3194768101
1969/09/30,1.1089120848,0.3835998700,-0.0726507003,0.4980314157,1.1350851590,0.3807695043,-0.1570410558,0.4510413513,1.1636260553,0.3770168905,-0.2397089017,0.4025545303,1.0416338899,0.3706804408,-0.3200432033,0.3529160499,1.0467567997,0.3601103790,-0.3974501743,0.3024768101,1.0436037943,0.3438078255,-0.4713576655,0.2515917461
1969/12/31,1.1257406438,0.3575617444,-0.1130224511,0.4340413513,1.1500920387,0.3524445797,-0.1966288340,0.3855545303,1.1747718803,0.3457376594,-0.2782053136,0.3359160499,1.0306536783,0.3358223582,-0.3571489220,0.2854768101,1.0297449382,0.3211447413,-0.4328761521,0.2345917461,1.0196954208,0.3003515345,-0.5048272704,0.1836180393
1970/03/31,1.1390570695,0.3286769561,-0.1530410558,0.3685545303,1.1602341899,0.3209280906,-0.2357089017,0.3189160499,1.1798109017,0.3109848745,-0.3160432033,0.2684768101,1.0141522251,0.2972957200,-0.3934501743,0.2175917461,1.0068058131,0.2784242381,-0.4673576655,0.1666180393,0.9896618844,0.2531806341,-0.5372193938,0.1159133180
1970/06/30,1.1477148635,0.2967041867,-0.1926288340,0.3019160499,1.1645050295,0.2860514273,-0.2742053136,0.2514768101,1.1779168843,0.2726771760,-0.3531489220,0.2005917461,0.9918795457,0.2551185651,-0.4288761521,0.1496180393,0.9778684548,0.2320754071,-0.5008272704,0.0989133180,0.9536217331,0.2025356543,-0.5684704543,0.0488338549
1970/09/30,1.1507197597,0.2614791165,-0.2317089017,0.2344768101,1.1620833909,0.2477343945,-0.3120432033,0.1835917461,1.1684769040,0.2308305444,-0.3894501743,0.1326180393,0.9637566216,0.2094123229,-0.4633576655,0.0819133180,0.9430390711,0.1823310493,-0.5332193938,0.0318338549,0.9118712969,0.1487628876,-0.5985189803,-0.0172672278
1970/12/31,1.1472605956,0.2229248257,-0.2702053136,0.1665917461,1.1523589055,0.2059930606,-0.3491489220,0.1156180393,1.1511103980,0.1855633016,-0.4248761521,0.0649133180,0.9298800930,0.1604037530,-0.4968272704,0.0148338549,0.9026004542,0.1295289901,-0.5644704543,-0.0342672278,0.8648787700,0.0923099514,-0.6273057231,-0.0820417378
1971/03/31,1.1367346037,0.1810596134,-0.3080432033,0.0986180393,1.1349510331,0.1609447576,-0.3854501743,0.0479133180,1.1256812825,0.1370980800,-0.4593576655,-0.0021661451,0.8905217589,0.1084237631,-0.5292193938,-0.0512672278,0.8570061945,0.0741077206,-0.5945189803,-0.0990417378,0.8132732572,0.0337183302,-0.6547737669,-0.1451481673
1971/06/30,1.1187663741,0.1360019761,-0.3451489220,0.0309133180,1.1097211841,0.1128100592,-0.4208761521,-0.0191661451,1.0923027881,0.0857606788,-0.4928272704,-0.0682672278,0.8461228989,0.0539031156,-0.5604704543,-0.1160417378,0.8068698681,0.0165990258,-0.6233057231,-0.1621481673,0.7578291004,-0.0263869080,-0.6808686335,-0.2062534137
1971/09/30,1.0932199333,0.0879725755,-0.3814501743,-0.0361661451,1.0767775838,0.0619116575,-0.4553576655,-0.0852672278,1.0513348782,0.0319758192,-0.5252193938,-0.1330417378,0.7972835797,-0.0026348717,-0.5905189803,-0.1791481673,0.7529495143,-0.0423822073,-0.6507737669,-0.2232534137,0.6994459426,-0.0873099392,-0.7055383837,-0.2650344584
1971/12/31,1.0602035884,0.0372931135,-0.4168761521,-0.1022672278,1.0364727443,0.0086701462,-0.4888272704,-0.1500417378,1.0033743404,-0.0237400987,-0.5564704543,-0.1961481673,0.7447472640,-0.0605844381,-0.6193057231,-0.2402534137,0.6961278569,-0.1021507224,-0.6768686335,-0.2820344584,0.6391251128,-0.1482992030,-0.7287337126,-0.3211799937
1972/03/31,1.0200674037,-0.0156178745,-0.4513576655,-0.1670417378,0.9893936313,-0.0464031829,-0.5212193938,-0.2131481673,0.9492378533,-0.0807890431,-0.5865189803,-0.2572534137,0.6893811735,-0.1192700268,-0.6467737669,-0.2990344584,0.6373888534,-0.1619658133,-0.7015383837,-0.3381799937,0.5779430231,-0.2085641901,-0.7504080412,-0.3743919923
1972/06/30,0.9733933963,-0.0702522042,-0.4848272704,-0.2301481673,0.9363448302,-0.1027163395,-0.5524704543,-0.2742534137,0.8899385455,-0.1385039243,-0.6153057231,-0.3160344584,0.6321529881,-0.1779611126,-0.6728686335,-0.3551799937,0.5777912601,-0.2210480099,-0.7247337126,-0.3913919923,0.5170223578,-0.2672935276,-0.7705176025,-0.4243872085
1972/09/30,0.9209787552,-0.1260220125,-0.5172193938,-0.2912534137,0.8783252262,-0.1596091513,-0.5825189803,-0.3330344584,0.8266567539,-0.1961633435,-0.6427737669,-0.3721799937,0.5741045691,-0.2358887931,-0.6975383837,-0.4083919923,0.5184399924,-0.2785970595,-0.7464080412,-0.4413872085,0.4575018992,-0.3236738478,-0.7890215222,-0.4708986057
1972/12/31,0.8638125972,-0.1822722355,-0.5484704543,-0.3500344584,0.8164989035,-0.2163679484,-0.6113057231,-0.3891799937,0.7607058604,-0.2530080975,-0.6688686335,-0.4253919923,0.5163234830,-0.2922636698,-0.7207337126,-0.4583872085,0.4604561232,-0.3338106909,-0.7665176025,-0.4878986057,0.4005058745,-0.3769089050,-0.8058818943,-0.5136767017
1973/03/31,0.8030469652,-0.2382952448,-0.5785189803,-0.4061799937,0.7521611426,-0.2722419950,-0.6387737669,-0.4423919923,0.6934942331,-0.3082589692,-0.6935383837,-0.4753872085,0.4599131683,-0.3462945107,-0.7424080412,-0.5048986057,0.4049464013,-0.3859036272,-0.7850215222,-0.5306767017,0.3471137215,-0.4262383971,-0.8210638515,-0.5524908261
1973/06/30,0.7399629461,-0.2933472220,-0.6073057231,-0.4593919923,0.6867005401,-0.3264612000,-0.6648686335,-0.4923872085,0.6264844120,-0.3611352939,-0.7167337126,-0.5218986057,0.4059626255,-0.3972071590,-0.7625176025,-0.5476767017,0.3529731876,-0.4341263040,-0.8018818943,-0.5694908261,0.2983311581,-0.4709559551,-0.8345356291,-0.5871302823
1973/09/30,0.6759329317,-0.3466658050,-0.6347737669,-0.5093872085,0.6215583888,-0.3782545983,-0.6895383837,-0.5388986057,0.5611507611,-0.4108737694,-0.7384080412,-0.5646767017,0.3555165247,-0.4442631470,-0.7810215222,-0.5864908261,0.3055256903,-0.4777827585,-0.8170638515,-0.6041302823,0.2550633990,-0.5104257911,-0.8462686243,-0.6174054097
1973/12/31,0.6123801595,-0.3974884958,-0.6608686335,-0.5558986057,0.5581865379,-0.4268690687,-0.7127337126,-0.5816767017,0.4989368503,-0.4567469669,-0.7585176025,-0.6034908261,0.3095466134,-0.4867774806,-0.7978818943,-0.6211302823,0.2634933432,-0.5162471785,-0.8305356291,-0.6344054097,0.2180913020,-0.5440975292,-0.8562374487,-0.6431485387
1974/03/31,0.5507367511,-0.4450712996,-0.6855383837,-0.5986767017,0.4980049966,-0.4715877501,-0.7344080412,-0.6204908261,0.4412138419,-0.4980810125,-0.7770215222,-0.6381302823,0.2689252644,-0.5241350854,-0.8130638515,-0.6514054097,0.2276421060,-0.5489786409,-0.8422686243,-0.6601485387,0.1880511341,-0.5715188039,-0.8644199753,-0.6642148360
1974/06/30,0.4924015101,-0.4887070545,-0.7087337126,-0.6374908261,0.4423605508,-0.5117476228,-0.7545176025,-0.6551302823,0.3892411188,-0.5342719285,-0.7938818943,-0.6684054097,0.2344019426,-0.5558054442,-0.8265356291,-0.6771485387,0.1985943765,-0.5755336202,-0.8522374487,-0.6812148360,0.1654185426,-0.5923452690,-0.8707973795,-0.6804830345
1974/09/30,0.4386987473,-0.5277429221,-0.7304080412,-0.6721302823,0.3924876305,-0.5467557483,-0.7730215222,-0.6854054097,0.3441303280,-0.5648001664,-0.8090638515,-0.6941485387,0.2065832780,-0.5813550076,-0.8382686243,-0.6982148360,0.1768130987,-0.5955759148,-0.8604199753,-0.6974830345,0.1504971896,-0.6063477412,-0.8753541739,-0.6918560439
1974/12/31,0.3908393692,-0.5615965315,-0.7505176025,-0.7024054097,0.3494725981,-0.5761036982,-0.7898818943,-0.7111485387,0.3068139070,-0.5892429145,-0.8225356291,-0.7152148360,0.1859173282,-0.6004570264,-0.8482374487,-0.7144830345,0.1625905224,-0.6088837140,-0.8667973795,-0.7088560439,0.1434123674,-0.6134162851,-0.8780782369,-0.6982614403
1975/03/31,0.3498853965,-0.5897703086,-0.7690215222,-0.7281485387,0.3142225223,-0.5993797576,-0.8050638515,-0.7322148360,0.2780190237,-0.6072838297,-0.8342686243,-0.7314830345,0.1726824842,-0.6128985302,-0.8564199753,-0.7258560439,0.1560419326,-0.6153536132,-0.8713541739,-0.7152614403,0.1441097681,-0.6135611332,-0.8789608350,-0.6996518311
1975/06/30,0.3167189774,-0.6118635774,-0.7858818943,-0.7492148360,0.2874393675,-0.6162785519,-0.8185356291,-0.7484830345,0.2582477020,-0.6187199176,-0.8442374487,-0.7428560439,0.1669813362,-0.6185842590,-0.8627973795,-0.7322614403,0.1571045192,-0.6150014734,-0.8740782369,-0.7166518311,0.1523594211,-0.6069104330,-0.8779966391,-0.6960050935
1975/09/30,0.2920168215,-0.6275820837,-0.8010638515,-0.7654830345,0.2696003669,-0.6266078246,-0.8302686243,-0.7598560439,0.2477637135,-0.6234653707,-0.8524199753,-0.7492614403,0.1687396691,-0.6175374461,-0.8673541739,-0.7336518311,0.1655414013,-0.6079601144,-0.8749608350,-0.7130050935,0.1677646648,-0.5937049005,-0.8751837343,-0.6873244864
1975/12/31,0.2762308205,-0.6367446676,-0.8145356291,-0.7768560439,0.2609451574,-0.6302921740,-0.8402374487,-0.7662614403,0.2465866148,-0.6215522624,-0.8587973795,-0.7506518311,0.1777106002,-0.6098974425,-0.8700782369,-0.7300050935,0.1809506698,-0.5944739252,-0.8739966391,-0.7043244864,0.1897758640,-0.5742895535,-0.8705236234,-0.6736386337
1976/03/31,0.2695754326,-0.6392868961,-0.8262686243,-0.7832614403,0.2614700562,-0.6273736498,-0.8484199753,-0.7676518311,0.2544930971,-0.6131280883,-0.8633541739,-0.7470050935,0.1934837224,-0.5959142654,-0.8709608350,-0.7213244864,0.2027791609,-0.5748905620,-0.8711837343,-0.6906386337,0.2177084470,-0.5491027809,-0.8640212242,-0.6550013802
1976/06/30,0.2720222060,-0.6352615567,-0.8362374487,-0.7846518311,0.2709296389,-0.6180092000,-0.8547973795,-0.7640050935,0.2710255901,-0.5984502381,-0.8660782369,-0.7383244864,0.2154989639,-0.5759402435,-0.8699966391,-0.7076386337,0.2303405327,-0.5496499936,-0.8665236234,-0.6720013802,0.2507647064,-0.5186630842,-0.8556848603,-0.6314915202
1976/09/30,0.2833016014,-0.6248360033,-0.8444199753,-0.7810050935,0.2888455632,-0.6024650544,-0.8593541739,-0.7553244864,0.2955078500,-0.5778775716,-0.8669608350,-0.7246386337,0.2430647363,-0.5504190183,-0.8671837343,-0.6890013802,0.2628370892,-0.5192712271,-0.8600212242,-0.6484915202,0.2880586982,-0.4835538907,-0.8455262460,-0.6032124004
1976/12/31,0.3029120533,-0.6082864418,-0.8507973795,-0.7723244864,0.3145223634,-0.5811082174,-0.8620782369,-0.7416386337,0.3270670473,-0.5518593585,-0.8659966391,-0.7060013802,0.2753798141,-0.5198722356,-0.8625236234,-0.6654915202,0.2993846854,-0.4843371170,-0.8516848603,-0.6202124004,0.3286434806,-0.4444068980,-0.8335604641,-0.5702913994
1977/03/31,0.3301359943,-0.5859893290,-0.8553541739,-0.7586386337,0.3470697306,-0.5543953312,-0.8629608350,-0.7230013802,0.3646616790,-0.5209219170,-0.8631837343,-0.6824915202,0.3115582800,-0.4848843297,-0.8560212242,-0.6372124004,0.3390399563,-0.4454777147,-0.8415262460,-0.5872913994,0.3715398682,-0.4018844459,-0.8198059386,-0.5328792855
1977/06/30,0.3640623546,-0.5584101475,-0.8580782369,-0.7400013802,0.3854306004,-0.5228592451,-0.8619966391,-0.6994915202,0.4071144512,-0.4856533543,-0.8585236234,-0.6542124004,0.3506567765,-0.4460858576,-0.8476848603,-0.6042913994,0.3808290427,-0.4033526564,-0.8295604641,-0.5498792855,0.4157658296,-0.3566614424,-0.8042844002,-0.4911494574
1977/09/30,0.4036148560,-0.5260898909,-0.8589608350,-0.7164915202,0.4284141939,-0.4870936945,-0.8591837343,-0.6712124004,0.4531491334,-0.4466868662,-0.8520212242,-0.6212913994,0.3917032381,-0.4041358826,-0.8375262460,-0.5668792855,0.4237769463,-0.3586331138,-0.8158059386,-0.5081494574,0.4603656448,-0.3094073792,-0.7870208464,-0.4452970702
1977/12/31,0.4475852455,-0.4896296672,-0.8579966391,-0.6882124004,0.4747330100,-0.4477365476,-0.8545236234,-0.6382913994,0.5014302635,-0.4046830953,-0.8436848603,-0.5838792855,0.4337262360,-0.3597039306,-0.8255604641,-0.5251494574,0.4669366265,-0.3119838453,-0.8002844002,-0.4622970702,0.5044379418,-0.2607689665,-0.7680434951,-0.3955380519
1978/03/31,0.4946704633,-0.4496738757,-0.8551837343,-0.6552913994,0.5230426479,-0.4054521200,-0.8480212242,-0.6008792855,0.5506044985,-0.3603120734,-0.8335262460,-0.5421494574,0.4757840478,-0.3134520558,-0.8118059386,-0.4792970702,0.5094169612,-0.2640458752,-0.7830208464,-0.4125380519,0.5471617707,-0.2113538986,-0.7473837326,-0.3421080159
1978/06/30,0.5435126232,-0.4068924602,-0.8505236234,-0.6178792855,0.5719832541,-0.3609130820,-0.8396848603,-0.5591494574,0.5993423583,-0.3142352821,-0.8215604641,-0.4962970702,0.5169925741,-0.2660175466,-0.7962844002,-0.4295380519,0.5504087320,-0.2154203122,-0.7640434951,-0.3591080159,0.5878199353,-0.1617162211,-0.7250760556,-0.2852610731
1978/09/30,0.5927405980,-0.3619627634,-0.8440212242,-0.5761494574,0.6202213381,-0.3147824948,-0.8295262460,-0.5132970702,0.6463790948,-0.2670883633,-0.8078059386,-0.4465380519,0.5565512643,-0.2179967784,-0.7790208464,-0.3761080159,0.5892078496,-0.1666537795,-0.7433837326,-0.3022610731,0.6258188812,-0.1123437252,-0.7011580071,-0.2252685519
